Mod:Item:MetaData, Localized Name
biomesoplenty:gem_ore:7, Amber Ore
biomesoplenty:gem_block:0, Block of Amethyst
biomesoplenty:gem_block:1, Block of Ruby
biomesoplenty:gem_block:2, Block of Peridot
biomesoplenty:gem_block:3, Block of Topaz
biomesoplenty:gem_block:4, Block of Tanzanite
biomesoplenty:gem_block:5, Block of Malachite
biomesoplenty:gem_block:6, Block of Sapphire
biomesoplenty:gem_block:7, Block of Amber
biomesoplenty:hive:0, Hive Block
biomesoplenty:hive:1, Honeycomb Block
biomesoplenty:hive:2, Empty Honeycomb Block
biomesoplenty:hive:3, Filled Honeycomb Block
biomesoplenty:honey_block:0, Honey Block
biomesoplenty:jelled_poison:0, Jelled Poison
biomesoplenty:bamboo_thatching:0, Bamboo Thatching
biomesoplenty:mud_brick_block:0, Mud Bricks
biomesoplenty:mud_brick_stairs:0, Mud Bricks Stairs
biomesoplenty:other_slab:0, Mud Bricks Slab
biomesoplenty:other_slab:1, White Sandstone Slab
biomesoplenty:log_0:4, Sacred Oak Wood
biomesoplenty:log_0:5, Cherry Wood
biomesoplenty:log_0:6, Umbran Wood
biomesoplenty:log_0:7, Fir Wood
biomesoplenty:log_1:4, Ethereal Wood
biomesoplenty:log_1:5, Magic Wood
biomesoplenty:log_1:6, Mangrove Wood
biomesoplenty:log_1:7, Palm Wood
biomesoplenty:log_2:4, Redwood Wood
biomesoplenty:log_2:5, Willow Wood
biomesoplenty:log_2:6, Pine Wood
biomesoplenty:log_2:7, Hellbark Wood
biomesoplenty:log_3:4, Jacaranda Wood
biomesoplenty:log_3:5, Mahogany Wood
biomesoplenty:log_3:6, Ebony Wood
biomesoplenty:log_3:7, Eucalyptus Wood
biomesoplenty:log_4:4, Giant Flower Stem
biomesoplenty:log_4:5, Dead Wood
biomesoplenty:leaves_0:8, Yellow Autumn Leaves
biomesoplenty:leaves_0:9, Orange Autumn Leaves
biomesoplenty:leaves_0:10, Bamboo Leaves
biomesoplenty:leaves_0:11, Magic Leaves
biomesoplenty:leaves_1:8, Umbran Leaves
biomesoplenty:leaves_1:9, Dead Leaves
biomesoplenty:leaves_1:10, Fir Leaves
biomesoplenty:leaves_1:11, Ethereal Leaves
biomesoplenty:leaves_2:8, Origin Leaves
biomesoplenty:leaves_2:9, Pink Cherry Leaves
biomesoplenty:leaves_2:10, White Cherry Leaves
biomesoplenty:leaves_2:11, Maple Leaves
biomesoplenty:leaves_3:8, Hellbark Leaves
biomesoplenty:leaves_3:9, Flowering Oak Leaves
biomesoplenty:leaves_3:10, Jacaranda Leaves
biomesoplenty:leaves_3:11, Sacred Oak Leaves
biomesoplenty:leaves_4:8, Mangrove Leaves
biomesoplenty:leaves_4:9, Palm Leaves
biomesoplenty:leaves_4:10, Redwood Leaves
biomesoplenty:leaves_4:11, Willow Leaves
biomesoplenty:leaves_5:8, Pine Leaves
biomesoplenty:leaves_5:9, Mahogany Leaves
biomesoplenty:leaves_5:10, Ebony Leaves
biomesoplenty:leaves_5:11, Eucalyptus Leaves
biomesoplenty:leaves_6:8, Giant Red Flower Petal
biomesoplenty:leaves_6:9, Giant Yellow Flower Petal
biomesoplenty:planks_0:0, Sacred Oak Wood Planks
biomesoplenty:planks_0:1, Cherry Wood Planks
biomesoplenty:planks_0:2, Umbran Wood Planks
biomesoplenty:planks_0:3, Fir Wood Planks
biomesoplenty:planks_0:4, Ethereal Wood Planks
biomesoplenty:planks_0:5, Magic Wood Planks
biomesoplenty:planks_0:6, Mangrove Wood Planks
biomesoplenty:planks_0:7, Palm Wood Planks
biomesoplenty:planks_0:8, Redwood Wood Planks
biomesoplenty:planks_0:9, Willow Wood Planks
biomesoplenty:planks_0:10, Pine Wood Planks
biomesoplenty:planks_0:11, Hellbark Wood Planks
biomesoplenty:planks_0:12, Jacaranda Wood Planks
biomesoplenty:planks_0:13, Mahogany Wood Planks
biomesoplenty:planks_0:14, Ebony Wood Planks
biomesoplenty:planks_0:15, Eucalyptus Wood Planks
biomesoplenty:sacred_oak_stairs:0, Sacred Oak Wood Stairs
biomesoplenty:cherry_stairs:0, Cherry Wood Stairs
biomesoplenty:umbran_stairs:0, Umbran Wood Stairs
biomesoplenty:fir_stairs:0, Fir Wood Stairs
biomesoplenty:ethereal_stairs:0, Ethereal Wood Stairs
biomesoplenty:magic_stairs:0, Magic Wood Stairs
biomesoplenty:mangrove_stairs:0, Mangrove Wood Stairs
biomesoplenty:palm_stairs:0, Palm Wood Stairs
biomesoplenty:redwood_stairs:0, Redwood Wood Stairs
biomesoplenty:willow_stairs:0, Willow Wood Stairs
biomesoplenty:pine_stairs:0, Pine Wood Stairs
biomesoplenty:hellbark_stairs:0, Hellbark Wood Stairs
biomesoplenty:jacaranda_stairs:0, Jacaranda Wood Stairs
biomesoplenty:mahogany_stairs:0, Mahogany Wood Stairs
biomesoplenty:ebony_stairs:0, Ebony Wood Stairs
biomesoplenty:eucalyptus_stairs:0, Eucalyptus Wood Stairs
biomesoplenty:wood_slab_0:0, Sacred Oak Wood Slab
biomesoplenty:wood_slab_0:1, Cherry Wood Slab
biomesoplenty:wood_slab_0:2, Umbran Wood Slab
biomesoplenty:wood_slab_0:3, Fir Wood Slab
biomesoplenty:wood_slab_0:4, Ethereal Wood Slab
biomesoplenty:wood_slab_0:5, Magic Wood Slab
biomesoplenty:wood_slab_0:6, Mangrove Wood Slab
biomesoplenty:wood_slab_0:7, Palm Wood Slab
biomesoplenty:wood_slab_1:0, Redwood Wood Slab
biomesoplenty:wood_slab_1:1, Willow Wood Slab
biomesoplenty:wood_slab_1:2, Pine Wood Slab
biomesoplenty:wood_slab_1:3, Hellbark Wood Slab
biomesoplenty:wood_slab_1:4, Jacaranda Wood Slab
biomesoplenty:wood_slab_1:5, Mahogany Wood Slab
biomesoplenty:wood_slab_1:6, Ebony Wood Slab
biomesoplenty:wood_slab_1:7, Eucalyptus Wood Slab
biomesoplenty:sacred_oak_fence:0, Sacred Oak Fence
biomesoplenty:cherry_fence:0, Cherry Fence
biomesoplenty:umbran_fence:0, Umbran Fence
biomesoplenty:fir_fence:0, Fir Fence
biomesoplenty:ethereal_fence:0, Ethereal Fence
biomesoplenty:magic_fence:0, Magic Fence
biomesoplenty:mangrove_fence:0, Mangrove Fence
biomesoplenty:palm_fence:0, Palm Fence
biomesoplenty:redwood_fence:0, Redwood Fence
biomesoplenty:willow_fence:0, Willow Fence
biomesoplenty:pine_fence:0, Pine Fence
biomesoplenty:hellbark_fence:0, Hellbark Fence
biomesoplenty:jacaranda_fence:0, Jacaranda Fence
biomesoplenty:mahogany_fence:0, Mahogany Fence
biomesoplenty:ebony_fence:0, Ebony Fence
biomesoplenty:eucalyptus_fence:0, Eucalyptus Fence
biomesoplenty:sacred_oak_fence_gate:0, Sacred Oak Fence Gate
biomesoplenty:cherry_fence_gate:0, Cherry Fence Gate
biomesoplenty:umbran_fence_gate:0, Umbran Fence Gate
biomesoplenty:fir_fence_gate:0, Fir Fence Gate
biomesoplenty:ethereal_fence_gate:0, Ethereal Fence Gate
biomesoplenty:magic_fence_gate:0, Magic Fence Gate
biomesoplenty:mangrove_fence_gate:0, Mangrove Fence Gate
biomesoplenty:palm_fence_gate:0, Palm Fence Gate
biomesoplenty:redwood_fence_gate:0, Redwood Fence Gate
biomesoplenty:willow_fence_gate:0, Willow Fence Gate
biomesoplenty:pine_fence_gate:0, Pine Fence Gate
biomesoplenty:hellbark_fence_gate:0, Hellbark Fence Gate
biomesoplenty:jacaranda_fence_gate:0, Jacaranda Fence Gate
biomesoplenty:mahogany_fence_gate:0, Mahogany Fence Gate
biomesoplenty:ebony_fence_gate:0, Ebony Fence Gate
biomesoplenty:eucalyptus_fence_gate:0, Eucalyptus Fence Gate
biomesoplenty:sacred_oak_door, Sacred Oak Door
biomesoplenty:cherry_door, Cherry Door
biomesoplenty:umbran_door, Umbran Door
biomesoplenty:fir_door, Fir Door
biomesoplenty:ethereal_door, Ethereal Door
biomesoplenty:magic_door, Magic Door
biomesoplenty:mangrove_door, Mangrove Door
biomesoplenty:palm_door, Palm Door
biomesoplenty:redwood_door, Redwood Door
biomesoplenty:willow_door, Willow Door
biomesoplenty:pine_door, Pine Door
biomesoplenty:hellbark_door, Hellbark Door
biomesoplenty:jacaranda_door, Jacaranda Door
biomesoplenty:mahogany_door, Mahogany Door
biomesoplenty:ebony_door, Ebony Door
biomesoplenty:eucalyptus_door, Eucalyptus Door
biomesoplenty:stone_formations:0, Rock Formation
biomesoplenty:coral:0, Pink Coral
biomesoplenty:coral:1, Orange Coral
biomesoplenty:coral:2, Blue Coral
biomesoplenty:coral:3, Glowing Coral
biomesoplenty:coral:4, Algae
biomesoplenty:seaweed:0, Kelp
biomesoplenty:waterlily:0, Medium Lily Pad
biomesoplenty:waterlily:1, Small Lily Pad
biomesoplenty:waterlily:2, Tiny Lily Pad
biomesoplenty:waterlily:3, Flowered Lily
biomesoplenty:bamboo:0, Bamboo
biomesoplenty:turnip_block:0, Turnip
biomesoplenty:sapling_0:0, Yellow Autumn Sapling
biomesoplenty:sapling_0:1, Orange Autumn Sapling
biomesoplenty:sapling_0:2, Bamboo Sapling
biomesoplenty:sapling_0:3, Magic Sapling
biomesoplenty:sapling_0:4, Umbran Sapling
biomesoplenty:sapling_0:5, Dead Sapling
biomesoplenty:sapling_0:6, Fir Sapling
biomesoplenty:sapling_0:7, Ethereal Sapling
biomesoplenty:sapling_1:0, Origin Sapling
biomesoplenty:sapling_1:1, Pink Cherry Sapling
biomesoplenty:sapling_1:2, White Cherry Sapling
biomesoplenty:sapling_1:3, Maple Sapling
biomesoplenty:sapling_1:4, Hellbark Sapling
biomesoplenty:sapling_1:5, Flowering Oak Sapling
biomesoplenty:sapling_1:6, Jacaranda Sapling
biomesoplenty:sapling_1:7, Sacred Oak Sapling
biomesoplenty:sapling_2:0, Mangrove Sapling
biomesoplenty:sapling_2:1, Palm Sapling
biomesoplenty:sapling_2:2, Redwood Sapling
biomesoplenty:sapling_2:3, Willow Sapling
biomesoplenty:sapling_2:4, Pine Sapling
biomesoplenty:sapling_2:5, Mahogany Sapling
biomesoplenty:sapling_2:6, Ebony Sapling
biomesoplenty:sapling_2:7, Eucalyptus Sapling
biomesoplenty:plant_0:0, Short Grass
biomesoplenty:plant_0:1, Medium Grass
biomesoplenty:plant_0:2, Bush
biomesoplenty:plant_0:3, Sprout
biomesoplenty:plant_0:4, Poison Ivy
biomesoplenty:plant_0:5, Berry Bush
biomesoplenty:plant_0:6, Shrub
biomesoplenty:plant_0:7, Wheat Grass
biomesoplenty:plant_0:8, Damp Grass
biomesoplenty:plant_0:9, Koru
biomesoplenty:plant_0:10, Clover Patch
biomesoplenty:plant_0:11, Leaf Pile
biomesoplenty:plant_0:12, Dead Leaf Pile
biomesoplenty:plant_0:13, Dead Grass
biomesoplenty:plant_0:14, Desert Grass
biomesoplenty:plant_0:15, Desert Sprouts
biomesoplenty:plant_1:0, Dune Grass
biomesoplenty:plant_1:1, Spectral Fern
biomesoplenty:plant_1:2, Thorns
biomesoplenty:plant_1:3, Wild Rice
biomesoplenty:plant_1:4, Cattail
biomesoplenty:plant_1:5, River Cane
biomesoplenty:plant_1:6, Tiny Cactus
biomesoplenty:plant_1:7, Devilweed
biomesoplenty:plant_1:8, Reed
biomesoplenty:plant_1:9, Root
biomesoplenty:plant_1:10, Rafflesia
biomesoplenty:double_plant:0, Flax
biomesoplenty:double_plant:1, Tall Cattail
biomesoplenty:double_plant:2, Eyebulb
biomesoplenty:mushroom:0, Toadstool
biomesoplenty:mushroom:1, Portobello
biomesoplenty:mushroom:2, Blue Milk Cap
biomesoplenty:mushroom:3, Glowshroom
biomesoplenty:mushroom:4, Flat Mushroom
biomesoplenty:mushroom:5, Shadow Shroom
biomesoplenty:flower_0:0, Clover
biomesoplenty:flower_0:1, Swampflower
biomesoplenty:flower_0:2, Deathbloom
biomesoplenty:flower_0:3, Glowflower
biomesoplenty:flower_0:4, Blue Hydrangea
biomesoplenty:flower_0:5, Orange Cosmos
biomesoplenty:flower_0:6, Pink Dafodil
biomesoplenty:flower_0:7, Wildflower
biomesoplenty:flower_0:8, Violet
biomesoplenty:flower_0:9, White Anemone
biomesoplenty:flower_0:10, Enderlotus
biomesoplenty:flower_0:11, Bromeliad
biomesoplenty:flower_0:12, Wilted Lily
biomesoplenty:flower_0:13, Pink Hibiscus
biomesoplenty:flower_0:14, Lily of the Valley
biomesoplenty:flower_0:15, Burning Blossom
biomesoplenty:flower_1:0, Lavender
biomesoplenty:flower_1:1, Goldenrod
biomesoplenty:flower_1:2, Bluebells
biomesoplenty:flower_1:3, Miner's Delight
biomesoplenty:flower_1:4, Icy Iris
biomesoplenty:flower_1:5, Rose
biomesoplenty:flower_vine:0, Flowering Vines
biomesoplenty:ivy:0, Ivy
biomesoplenty:tree_moss:0, Umbran Tree Moss
biomesoplenty:willow_vine:0, Willow Vine
biomesoplenty:terrarium:0, Fern Terrarium
biomesoplenty:terrarium:1, Mushroom Terrarium
biomesoplenty:terrarium:2, Cactus Terrarium
biomesoplenty:terrarium:3, Flax Terrarium
biomesoplenty:terrarium:4, Flower Terrarium
biomesoplenty:terrarium:5, Koru Terrarium
biomesoplenty:terrarium:6, Bamboo Terrarium
biomesoplenty:terrarium:7, Sapling Terrarium
biomesoplenty:terrarium:8, Glowshroom Terrarium
biomesoplenty:terrarium:9, Dead Terrarium
biomesoplenty:terrarium:10, Mystic Terrarium
biomesoplenty:terrarium:11, Ominous Terrarium
biomesoplenty:terrarium:12, Wasteland Terrarium
biomesoplenty:terrarium:13, Origin Terrarium
biomesoplenty:terrarium:14, Nether Terrarium
biomesoplenty:terrarium:15, Ender Terrarium
biomesoplenty:jar_filled:0, Honey Jar
biomesoplenty:jar_filled:1, Pixie Jar
biomesoplenty:jar_empty, Empty Jar
biomesoplenty:biome_finder, Biome Finder
biomesoplenty:flower_basket, Flower Basket
biomesoplenty:record_wanderer, Music Disc
biomesoplenty:mudball, Mud Ball
biomesoplenty:mud_brick, Mud Brick
biomesoplenty:ash, Pile of Ashes
biomesoplenty:fleshchunk, Chunk of Flesh
biomesoplenty:pixie_dust, Pixie Dust
biomesoplenty:gem:0, Ender Amethyst
biomesoplenty:gem:1, Ruby
biomesoplenty:gem:2, Peridot
biomesoplenty:gem:3, Topaz
biomesoplenty:gem:4, Tanzanite
biomesoplenty:gem:5, Malachite
biomesoplenty:gem:6, Sapphire
biomesoplenty:gem:7, Amber
biomesoplenty:terrestrial_artifact, Terrestrial Artifact
biomesoplenty:crystal_shard, Celestial Crystal Shard
biomesoplenty:biome_essence, Biome Essence
biomesoplenty:berries, Berry
biomesoplenty:pear, Pear
biomesoplenty:peach, Peach
biomesoplenty:persimmon, Persimmon
biomesoplenty:pinecone, Pinecone
biomesoplenty:turnip_seeds, Turnip Seeds
biomesoplenty:turnip, Turnip
biomesoplenty:honeycomb, Empty Honeycomb
biomesoplenty:filled_honeycomb, Filled Honeycomb
biomesoplenty:shroompowder, Shroom Powder
biomesoplenty:saladfruit, Fruit Salad
biomesoplenty:saladveggie, Veggie Salad
biomesoplenty:saladshroom, Shroom Salad
biomesoplenty:ricebowl, Bowl of Rice
biomesoplenty:ambrosia, Ambrosia
biomesoplenty:blue_dye, Blue Dye
biomesoplenty:brown_dye, Brown Dye
biomesoplenty:green_dye, Green Dye
biomesoplenty:white_dye, White Dye
biomesoplenty:black_dye, Black Dye
biomesoplenty:earth, item.earth.name
animania:item_cart, Horse Cart
animania:item_wagon, Covered Wagon
animania:hamster_food, Hamster Food
animania:truffle, Truffle
animania:carving_knife, Carving Knife
animania:salt, Salt
animania:blue_peacock_feather, Blue Peacock Feather
animania:white_peacock_feather, White Peacock Feather
animania:charcoal_peacock_feather, Charcoal Peacock Feather
animania:opal_peacock_feather, Opal Peacock Feather
animania:peach_peacock_feather, Peach Peacock Feather
animania:purple_peacock_feather, Purple Peacock Feather
animania:taupe_peacock_feather, Taupe Peacock Feather
animania:riding_crop, Riding Crop
animania:hamster_ball_clear, item.null.name
animania:hamster_ball_colored:0, Black Hamster Ball
animania:hamster_ball_colored:1, Red Hamster Ball
animania:hamster_ball_colored:2, Green Hamster Ball
animania:hamster_ball_colored:3, Brown Hamster Ball
animania:hamster_ball_colored:4, Blue Hamster Ball
animania:hamster_ball_colored:5, Purple Hamster Ball
animania:hamster_ball_colored:6, Cyan Hamster Ball
animania:hamster_ball_colored:7, Light Gray Hamster Ball
animania:hamster_ball_colored:8, Gray Hamster Ball
animania:hamster_ball_colored:9, Pink Hamster Ball
animania:hamster_ball_colored:10, Lime Hamster Ball
animania:hamster_ball_colored:11, Yellow Hamster Ball
animania:hamster_ball_colored:12, Light Blue Hamster Ball
animania:hamster_ball_colored:13, Magenta Hamster Ball
animania:hamster_ball_colored:14, Orange Hamster Ball
animania:hamster_ball_colored:15, White Hamster Ball
animania:wheel, Wheel
animania:milk_bottle, Bottle of Milk
animania:super_omelette, Super Omelette
animania:truffle_omelette, Truffle Omelette
animania:bacon_omelette, Bacon Omelette
animania:cheese_omelette, Cheese Omelette
animania:plain_omelette, Plain Omelette
animania:truffle_soup, Truffle Soup
animania:chocolate_truffle, Chocolate Truffle
animania:raw_hereford_beef, Raw Beef (Hereford)
animania:raw_longhorn_beef, Raw Beef (Longhorn)
animania:raw_angus_beef, Raw Beef (Angus)
animania:raw_longhorn_steak, Raw Steak (Longhorn)
animania:raw_hereford_steak, Raw Steak (Hereford)
animania:raw_angus_steak, Raw Steak (Angus)
animania:cooked_longhorn_roast, Roast Beef (Longhorn)
animania:cooked_hereford_roast, Roast Beef (Hereford)
animania:cooked_angus_roast, Roast Beef (Angus)
animania:cooked_longhorn_steak, Cooked Steak (Longhorn)
animania:cooked_hereford_steak, Cooked Steak (Hereford)
animania:cooked_angus_steak, Cooked Steak (Angus)
animania:raw_prime_beef, Raw Prime Beef
animania:cooked_prime_beef, Roast Prime Beef
animania:raw_prime_steak, Raw Prime Steak
animania:cooked_prime_steak, Roast Prime Steak
animania:raw_large_black_pork, Raw Pork (Large Black)
animania:raw_duroc_pork, Raw Pork (Duroc)
animania:raw_old_spot_pork, Raw Pork (Old Spot)
animania:raw_hampshire_pork, Raw Pork (Hampshire)
animania:cooked_large_black_roast, Roast Pork (Large Black)
animania:cooked_duroc_roast, Roast Pork (Duroc)
animania:cooked_old_spot_roast, Roast Pork (Old Spot)
animania:cooked_hampshire_roast, Roast Pork (Hampshire)
animania:cooked_large_black_bacon, Bacon (Large Black)
animania:cooked_duroc_bacon, Bacon (Duroc)
animania:cooked_old_spot_bacon, Bacon (Old Spot)
animania:cooked_hampshire_bacon, Bacon (Hampshire)
animania:raw_prime_pork, Raw Prime Pork
animania:cooked_prime_pork, Roast Prime Pork
animania:raw_prime_bacon, Raw Prime Bacon
animania:cooked_prime_bacon, Roast Prime Bacon
animania:raw_orpington_chicken, Raw Chicken (Orpington)
animania:raw_plymouth_rock_chicken, Raw Chicken (Plymouth Rock)
animania:raw_wyandotte_chicken, Raw Chicken (Wyandotte)
animania:raw_rhode_island_red_chicken, Raw Chicken (Rhode Island Red)
animania:cooked_orpington_chicken, Roast Chicken (Orpington)
animania:cooked_plymouth_rock_chicken, Roast Chicken (Plymouth Rock)
animania:cooked_wyandotte_chicken, Roast Chicken (Wyandotte)
animania:cooked_rhode_island_red_chicken, Roast Chicken (Rhode Island Red)
animania:raw_prime_chicken, Raw Prime Chicken
animania:cooked_prime_chicken, Roast Prime Chicken
animania:brown_egg, Egg
animania:peacock_egg_blue, Peafowl Egg
animania:peacock_egg_white, Peafowl Egg
animania:raw_large_black_bacon, Raw Bacon (Large Black)
animania:raw_duroc_bacon, Raw Bacon (Duroc)
animania:raw_old_spot_bacon, Raw Bacon (Old Spot)
animania:raw_hampshire_bacon, Raw Bacon (Hampshire)
animania:raw_prime_mutton, Raw Prime Mutton
animania:cooked_prime_mutton, Cooked Prime Mutton
animania:raw_prime_rabbit, Raw Prime Rabbit
animania:cooked_prime_rabbit, Cooked Prime Rabbit
animania:raw_frog_legs, Raw Frog Legs
animania:cooked_frog_legs, Cooked Frog Legs
animania:raw_chevon, Raw Chevon
animania:cooked_chevon, item.animania_cooked_chevon.name
animania:raw_prime_chevon, Raw Prime Chevon
animania:cooked_prime_chevon, Cooked Prime Chevon
animania:friesian_cheese_wedge, Cheese Wedge (Friesian)
animania:holstein_cheese_wedge, Cheese Wedge (Holstein)
animania:goat_cheese_wedge, Cheese Wedge (Goat)
animania:sheep_cheese_wedge, Cheese Wedge (Sheep)
animania:entity_egg_random, Random Animal
animania:entity_egg_calf_holstein, Holstein Calf
animania:entity_egg_cow_holstein, Holstein Cow
animania:entity_egg_bull_holstein, Holstein Bull
animania:entity_egg_calf_friesian, Friesian Calf
animania:entity_egg_cow_friesian, Friesian Cow
animania:entity_egg_bull_friesian, Friesian Bull
animania:entity_egg_calf_angus, Angus Calf
animania:entity_egg_cow_angus, Angus Cow
animania:entity_egg_bull_angus, Angus Bull
animania:entity_egg_calf_longhorn, Longhorn Calf
animania:entity_egg_cow_longhorn, Longhorn Cow
animania:entity_egg_bull_longhorn, Longhorn Bull
animania:entity_egg_calf_hereford, Hereford Calf
